name,control_1,control_2,control_3,knockdown_1,knockdown_2,knockdown_3,knockdown_4
Gm26206,0,0,0,0,0,0,0
Xkr4,4,3,9,3,3,7,10
Gm53491,1,1,4,0,0,0,0
Gm57489,0,0,0,0,0,0,0
Gm27396,0,0,0,0,0,0,0
Rp1,0,0,0,0,0,0,0
Sox17,0,2,0,0,0,0,0
Gm22307,0,0,0,0,0,0,0
Gm37323,0,0,0,0,0,0,0
Gm39586,0,0,0,0,0,0,0
Gm46082,0,0,0,0,0,0,0
Gm29874,0,0,0,0,0,0,0
Gm7369,0,0,1,0,0,0,0
Mrpl15,216,135,207,251,147,351,261
Lypla1,146,75,151,116,47,209,131
Gm57794,0,0,0,0,0,0,0
Tcea1,126,172,177,189,99,200,145
Rgs20,0,2,4,0,3,4,4
Gm16041,0,0,0,0,0,0,0
Atp6v1h,194,114,238,193,101,356,200
Oprk1,0,0,0,0,0,0,0
Npbwr1,0,0,0,0,0,0,0
Gm46206,0,4,6,2,0,7,2
4732440D04Rik,2,4,2,3,1,4,2
Rb1cc1,128,74,189,133,87,190,135
Alkal1,0,0,0,0,0,0,0
St18,0,1,0,0,0,0,0
Gm37108,6,9,16,16,6,14,11
Pcmtd1,117,60,107,57,58,105,61
Gm26983,0,0,0,0,0,0,0
Gm23274,0,0,0,0,0,0,0
Gm26901,6,0,5,0,0,2,4
Gm39589,0,0,0,0,0,0,0
Sntg1,37,8,38,14,16,30,20
Gm6152,0,0,0,1,0,0,0
Gm7445,0,0,0,0,0,0,0
Gm7493,1,2,1,0,0,0,0
Gm6187,0,0,0,0,0,0,0
Gm30719,0,1,0,0,2,0,0
Gm24765,0,0,0,0,0,0,0
Rrs1,129,96,131,131,61,206,140
Adhfe1,71,24,105,39,21,85,21
2610203C22Rik,2,2,0,1,4,5,1
Vxn,6,0,3,1,1,6,2
Mybl1,8,9,9,3,4,7,5
Vcpip1,40,36,94,50,38,82,59
1700034P13Rik,1,0,0,0,0,0,1
Gm39590,1,0,1,0,1,0,1
Gm51615,1,1,2,1,0,3,1
Sgk3,42,23,27,30,11,53,28
Gm6195,0,1,2,0,0,1,1
Mcmdc2,3,3,2,1,2,4,1
Snhg6,144,115,289,226,154,323,193
Snord87,1,0,0,0,3,0,1
Tcf24,20,8,15,7,4,14,8
Ppp1r42,0,0,0,1,0,1,0
Gm24674,0,0,0,0,0,0,0
Cops5,366,235,434,381,202,582,464
Cspp1,49,44,48,57,29,52,29
Arfgef1,130,102,190,128,81,219,140
Cpa6,2,0,0,0,0,0,0
Gm25253,0,0,0,0,0,0,0
Gm15603,0,0,0,0,0,0,0
Gm28659,0,0,1,0,0,0,0
Prex2,282,34,318,411,831,992,125
Gm24173,0,0,0,0,0,0,0
A830018L16Rik,0,0,0,0,0,0,0
Gm30898,0,0,0,0,0,0,0
Gm30974,0,0,0,0,0,0,0
Gm22633,0,0,0,0,0,0,0
Gm39591,0,0,0,0,0,0,0
Mir6341,0,0,0,0,0,0,0
Gm17644,0,0,0,0,0,0,0
Sulf1,827,892,1023,943,491,1349,1048
Slco5a1,11,15,22,26,19,39,28
Gm39592,0,0,0,0,0,0,0
Prdm14,0,1,0,0,0,2,0
Ncoa2,54,32,76,45,30,69,52
Gm23169,0,0,0,0,0,0,0
Gm51852,0,0,0,0,0,0,0
Gm39595,0,1,0,0,0,0,0
Gm39600,0,0,0,0,0,0,0
Tram1,459,469,833,734,333,1003,653
Lactb2,49,26,51,34,22,56,43
Xkr9,0,0,1,0,0,0,0
Gm26273,0,0,0,0,0,0,0
Gm5523,1,7,2,3,3,9,3
Gm31195,0,0,0,0,0,0,0
Gm39596,0,0,0,0,0,0,0
Eya1,0,0,0,0,0,0,0
Msc,13,17,46,4,4,15,9
Gm9947,4,2,7,1,1,4,0
Gm33500,0,0,0,0,0,0,0
Trpa1,0,0,0,0,0,0,0
Gm26345,0,0,0,0,0,0,0
Gm5048,0,1,0,0,0,0,0
Kcnb2,0,4,0,1,2,0,3
Gm51616,0,0,0,0,0,0,0
Gm51617,0,0,0,0,0,0,0
Gm25227,0,0,0,0,0,0,0
Gm25168,0,0,0,0,0,0,0
Terf1,67,33,69,68,28,101,86
Sbspon,7,11,8,29,4,28,26
Gm31523,0,0,0,0,0,0,0
4930444P10Rik,0,1,0,0,0,1,0
Rpl7,1871,1079,2230,1934,1216,3270,2229
Rdh10,489,343,635,265,178,705,334
Stau2,69,29,72,36,26,67,65
Gm7568,0,0,0,0,0,0,0
C130013N14Rik,1,1,0,1,3,0,1
Ube2w,19,12,57,15,13,31,28
Eloc,170,113,232,137,93,227,138
D030040B21Rik,1,0,0,1,0,1,0
Tmem70,114,116,224,216,100,345,214
Ly96,2,3,21,3,6,10,3
Gm53492,0,0,0,0,0,0,0
Jph1,11,12,16,15,14,25,13
Gm46085,0,0,0,0,0,0,0
Gm31982,0,0,0,0,0,0,0
Gdap1,0,0,1,0,1,0,0
Gm28784,0,0,0,0,0,0,0
Gm39597,0,0,0,0,0,0,0
Gm25166,0,0,0,0,0,0,0
Pi15,35,21,57,19,5,34,17
Gm28154,0,1,0,0,0,0,0
Gm16070,0,0,0,0,0,0,0
Crispld1,6,0,8,3,1,1,1
Crisp4,0,0,0,0,0,0,0
Defb44-ps,0,0,0,0,0,0,0
Defb18,0,0,0,0,0,0,0
Defb41,0,0,0,0,0,0,0
Gm24075,0,0,0,0,0,0,0
Gm28343,0,0,0,0,0,0,0
Gm15825,0,0,0,0,0,0,0
Tfap2d,0,0,0,0,0,0,0
Tfap2b,2,0,0,3,1,2,2
LOC118567642,0,0,0,0,0,0,0
Gm32651,0,0,0,0,0,0,0
Pkhd1,0,0,0,0,0,0,0
4930486I03Rik,0,0,0,0,0,0,0
Gm15795,0,1,0,0,0,1,0
Gm24162,0,0,0,0,0,0,0
Lincmd1,0,0,0,0,0,0,0
Mir206,0,0,0,0,0,0,0
Mir133b,0,0,0,0,0,0,0
Il17a,0,0,0,0,0,0,0
Il17f,0,0,0,1,0,0,0
Mcm3,96,121,118,152,50,187,160
Gm24723,0,0,0,0,0,0,0
6720483E21Rik,0,1,0,1,0,0,1
Paqr8,21,13,33,16,4,21,11
Gm24171,0,0,0,0,0,0,0
Gm51618,5,6,4,0,0,2,1
Efhc1,15,13,24,7,7,14,8
Tram2,17,16,19,17,8,14,11
Tmem14a,34,12,37,14,5,32,19
Gm32947,0,0,0,0,0,0,0
Gm28836,0,0,1,0,0,0,0
Gsta3,34,5,30,17,5,13,5
Gm7094,0,0,0,0,1,0,0
Gm4956,1,0,0,0,0,0,0
Khdc1a,0,0,0,0,0,0,0
Khdc1c,0,0,0,0,0,0,0
Gm33147,0,0,0,0,0,0,0
Khdc1b,0,0,0,0,0,0,0
Kcnq5,0,0,1,0,1,0,1
Gm53539,0,0,0,0,0,0,1
Rims1,0,0,0,0,0,1,0
Gm7759,0,0,0,0,0,0,0
Gm7761,0,0,0,0,0,0,0
Ppp1r14bl,0,0,0,0,0,0,0
Gm30442,0,0,0,0,0,0,0
Gm29506,0,0,0,0,0,0,0
Gm24176,0,0,0,0,0,0,0
Gm53541,52,31,60,20,29,52,34
Mir30a,0,0,0,0,0,0,0
Mir30c-2,0,0,0,0,0,0,0
Ogfrl1,178,143,442,86,56,167,114
Gm19673,0,0,0,0,0,0,0
Gm28822,0,0,0,0,0,0,0
B3gat2,0,1,0,2,0,2,1
Smap1,781,695,975,766,468,1234,848
Gm53062,0,0,0,1,0,0,0
Sdhaf4,89,35,102,45,46,112,65
Fam135a,26,19,45,46,15,59,34
Gm30756,0,0,0,0,0,1,0
Col9a1,0,0,0,0,0,0,0
Col19a1,0,0,0,0,1,0,0
Gm26418,0,0,0,0,0,0,0
Lmbrd1,240,103,275,138,94,223,130
Gm9443,0,0,0,0,0,0,0
Gm29414,0,0,0,0,0,0,0
Adgrb3,1,0,1,0,0,0,0
Gm20172,0,0,0,0,0,0,0
Gm22260,0,0,0,0,0,0,0
Gm25294,0,0,0,0,0,0,0
Gm9884,0,0,0,0,0,0,0
Gm39614,0,0,0,0,0,0,0
Gm31076,0,0,0,0,0,0,0
Gm24064,0,0,0,0,0,0,0
Gm31136,0,0,0,0,0,0,0
Spata31e2,0,0,0,0,0,0,0
n-R5s209,0,0,0,0,0,0,0
Gm5524,0,0,0,0,0,0,0
Gm7846,0,0,0,0,1,0,0
Spata31e5,0,0,0,0,0,0,0
Gm45942,0,0,0,0,0,0,0
Gm6462,0,0,0,0,0,0,0
Mir6342,0,0,0,0,0,0,0
Gm31465,0,0,0,0,0,0,0
Gm31525,0,0,0,0,0,0,0
Gm39615,0,0,0,0,0,0,0
Gm31581,0,0,0,0,0,0,0
Gm46086,0,0,0,0,0,0,0
Gm9898,0,0,0,0,0,0,0
Gm57566,0,0,0,0,0,0,0
Gm2914,0,0,0,0,0,0,0
Phf3,130,116,173,124,108,197,140
Ptp4a1,35,39,119,52,47,162,48
Gm53209,0,1,0,0,1,0,0
Gm9458,0,0,0,0,0,0,0
Gm29669,0,0,0,0,0,0,0
Gm28644,0,0,0,0,0,0,0
4931428L18Rik,0,0,0,0,0,0,0
Lgsn,0,0,0,0,0,0,0
Dnaaf6rt,0,0,0,0,0,0,0
Gm26145,0,0,0,0,0,0,0
Gm4850,0,0,0,0,0,0,0
Gm57572,0,0,0,0,0,0,0
Gm23032,0,0,0,0,0,0,0
Gm51754,0,0,0,0,0,0,0
Khdrbs2,0,0,1,0,0,0,0
Gm25814,0,0,0,0,0,0,0
Gm46077,0,0,0,0,0,0,0
Gm9839,0,0,0,0,0,0,0
Semp2l1,0,0,0,0,0,0,0
Gm24732,0,0,0,0,0,0,0
Gm39616,0,0,0,0,0,0,0
Gm24901,0,0,0,0,0,0,0
Gm39617,0,0,0,0,0,0,0
Gm25792,0,0,0,0,0,0,0
Gm23453,0,0,0,0,0,0,0
Prim2,77,61,105,80,32,131,91
Gm29228,2,0,0,0,0,2,0
1700001G17Rik,1,1,0,1,0,0,1
Gm32229,0,0,2,1,0,0,2
Rab23,86,64,122,56,45,107,71
Bag2,94,64,76,64,31,132,84
Zfp451,52,27,80,65,26,103,79
Gm15455,1,3,2,2,1,4,2
Bend6,60,39,40,22,25,57,38
Gm38471,2,1,0,1,1,1,2
Dst,764,554,692,483,485,785,619
Gm53546,1,1,0,2,0,4,0
Gm23792,0,0,0,0,0,0,0
Mir6896,0,0,0,0,0,0,0
Gm51742,9,3,8,3,2,8,7
Gm26788,1,0,0,0,0,0,0
Gm3052,18,6,15,16,9,19,14
Gm37233,13,15,17,26,10,12,23
Mir5103,0,0,0,0,0,0,0
n-TEttc1,0,0,0,0,0,0,0
Ccdc115,60,50,72,63,37,97,60
Imp4,166,150,181,192,101,287,231
Gm32504,0,0,0,0,0,0,0
Ptpn18,15,8,9,1,9,21,22
Gm28417,0,0,0,0,0,1,2
4930568A12Rik,0,4,7,2,0,3,1
Gm32566,0,0,0,0,0,0,0
Prss39,0,0,0,0,0,0,0
Cfc1,0,0,0,0,0,0,0
Prss40,0,0,0,0,0,0,0
Gm28419,0,0,0,0,0,0,0
Amer3,0,0,0,0,0,0,0
AA619741,0,0,0,0,0,0,0
Gm38647,0,0,0,0,0,0,0
Arhgef4,0,0,0,0,0,0,1
Gm32920,0,0,0,0,0,0,0
Gm51813,0,0,0,0,0,0,0
Gm32790,0,2,2,1,1,3,4
Smim39,0,0,0,0,0,0,0
Fam168b,464,370,508,429,298,635,452
Plekhb2,108,66,85,106,88,210,149
Gm19430,0,0,0,0,0,0,0
Gm53547,0,0,0,0,0,0,0
Gm25096,0,0,0,0,0,0,0
Gm25634,0,0,0,0,0,0,0
1110002O04Rik,4,2,2,1,0,1,1
Gm33176,0,0,0,0,0,0,0
Gm39622,0,0,0,0,0,0,0
Gm33222,0,0,0,0,0,1,1
Gm39623,0,0,0,0,0,0,0
Gm39624,0,0,0,0,0,0,0
Hs6st1,320,200,311,218,107,387,232
Gm53548,15,5,14,15,15,37,23
Gm33280,2,5,3,6,0,8,4
Uggt1,525,437,514,359,217,631,431
Mir6897,0,0,0,0,0,0,0
Gm39625,0,0,0,0,0,0,0
Neurl3,7,8,12,7,6,28,6
Arid5a,327,172,268,234,175,465,237
Kansl3,174,146,190,157,100,196,150
Mir6898,0,0,0,0,0,0,0
Fer1l5,0,1,0,0,0,0,0
Lman2l,80,70,110,69,47,104,126
Gm33401,0,0,0,0,0,0,0
Gm33454,6,0,9,0,3,4,4
Cnnm4,35,39,54,36,45,89,50
Cnnm3,87,40,81,47,42,86,48
Ankrd23,65,41,48,41,41,43,63
Ankrd39,32,26,32,26,16,43,27
Sema4c,368,260,329,257,216,319,285
Fam178b,19,21,30,16,18,33,19
Cox5b,981,700,1322,1005,698,1750,1017
Actr1b,652,566,641,533,346,1136,700
4933424G06Rik,0,0,0,0,0,0,1
Gm33533,0,0,0,0,0,1,0
Zap70,0,0,1,1,1,4,2
Tmem131,131,127,162,75,78,129,89
n-R5s210,0,0,0,0,0,0,0
Vwa3b,1,3,8,2,0,6,1
Gm37020,0,0,0,0,0,0,0
Cnga3,0,0,0,0,0,0,0
Inpp4a,79,50,96,40,41,89,67
4930439A04Rik,0,1,0,0,1,0,1
Coa5,182,161,191,139,113,289,194
Unc50,318,169,422,255,141,532,324
Mgat4a,64,25,61,47,49,67,55
4930594C11Rik,0,0,0,0,0,0,0
Gm39627,0,0,0,0,0,0,0
Cracdl,28,11,6,21,7,26,11
4930556I23Rik,0,0,0,0,0,0,0
4930470B04Rik,0,0,0,0,0,0,0
Gm39628,0,0,0,3,0,0,0
Tsga10,5,3,3,6,2,2,3
Lipt1,9,2,2,6,1,8,8
Mitd1,122,65,109,69,77,121,80
Mrpl30,539,398,656,532,291,788,599
Lyg2,0,0,0,0,0,0,0
Lyg1,0,0,0,0,0,0,0
Txndc9,246,119,337,162,109,298,197
Eif5b,1299,1037,1466,1446,1166,1745,1484
Gm34448,1,0,1,2,2,1,3
Rev1,7,5,16,6,10,8,5
Gm5099,0,0,0,0,0,0,0
Aff3,3,5,11,5,2,7,3
Gm16150,0,0,0,0,1,1,1
Gm16152,0,0,0,0,0,0,0
Gm34596,0,0,0,0,0,0,0
Gm57569,0,0,0,0,0,0,0
Lonrf2,3,4,6,1,1,1,1
Chst10,9,9,24,3,1,10,3
Nms,0,0,0,0,0,0,0
Gm35171,0,0,0,0,0,0,0
Pdcl3,325,232,408,252,140,450,336
Gm35222,0,0,0,0,0,0,0
Mir6349,0,0,0,0,0,0,0
Npas2,3,7,5,9,3,10,3
Gm53549,0,1,0,0,0,0,0
Rpl31,5837,5078,8898,6472,4163,10994,7680
Tbc1d8,39,38,28,51,17,51,56
Gm24826,0,0,0,0,0,0,0
Gm53550,8,3,7,4,3,6,5
Cnot11,120,85,154,130,72,183,126
Snord89,0,0,3,0,0,1,0
Rnf149,712,858,720,1175,811,1610,1407
Gm23722,0,0,0,0,0,0,0
Gm51620,0,0,0,0,0,0,0
Gm5100,0,1,1,4,1,6,2
Creg2,6,2,3,4,0,1,6
D930019O06Rik,1,0,0,0,0,0,1
Rfx8,4,1,0,3,4,3,1
Gm3646,0,0,0,0,0,0,0
1700066B17Rik,0,0,0,0,0,0,0
Gm35600,0,0,0,0,0,0,0
Map4k4,849,755,774,1121,1056,1421,1237
Gm16894,2,0,0,1,1,3,0
Il1r2,59,112,159,113,67,200,121
Gm35741,0,0,0,0,0,0,0
Il1r1,1657,1417,2251,1896,1496,3452,2313
Il1rl2,215,125,240,200,138,247,217
Il1rl1,18,23,44,21,11,67,16
Il18r1,18,13,7,44,36,55,29
Il18rap,17,30,10,39,35,86,34
Gm35801,0,0,0,0,0,0,0
Slc9a4,0,2,4,3,3,2,4
Gm37435,0,0,0,0,0,0,0
Slc9a2,0,1,0,1,1,0,0
Gm37915,0,1,1,1,0,0,0
Mfsd9,7,3,9,13,7,13,8
Tmem182,0,0,0,0,0,0,0
4930448I06Rik,0,0,0,0,0,0,0
Gm53551,0,0,0,0,0,0,0
Gm39631,0,0,0,0,0,0,0
Gm35935,0,1,0,0,0,0,0
Gm29260,0,0,1,0,0,0,0
Gm28175,0,0,0,0,0,1,0
Gm46088,0,0,0,0,0,0,0
Gm36678,0,0,0,0,0,0,0
Gm37047,0,0,0,0,0,0,0
Gm46089,0,0,0,0,0,0,0
Gm36822,0,0,0,0,0,0,0
Pantr1,0,0,0,0,0,0,0
Gm20646,0,0,0,0,0,0,0
Pou3f3,0,0,0,0,0,0,0
2900092D14Rik,0,0,0,0,0,0,0
Pantr2,0,0,0,0,0,0,0
Dalir,0,0,0,0,0,0,0
Gm53552,0,0,0,0,0,0,0
Mrps9,163,81,162,118,92,172,99
Gm23126,0,0,0,0,0,0,0
Gm39633,0,0,0,0,0,0,0
Gpr45,0,0,0,0,0,0,0
Tgfbrap1,165,81,125,85,64,93,113
Gm28782,0,0,0,0,0,0,0
8430432A02Rik,0,0,0,0,0,4,0
AI597479,50,32,49,38,22,71,40
Fhl2,309,223,551,245,96,363,251
Gm29040,0,0,0,0,0,0,0
Gm29610,0,0,0,0,0,0,0
Gm57530,0,0,0,0,0,0,0
Nck2,38,28,34,53,42,58,62
Gm38628,1,0,2,0,0,0,0
Gm30634,0,0,0,0,0,0,0
Ecrg4,28,29,55,226,57,59,123
Uxs1,101,80,116,92,54,118,82
Gm19587,17,4,14,7,4,23,8
Gm26352,0,0,0,0,0,0,0
Tpp2,150,92,185,170,120,231,152
Mettl21c,0,0,0,0,0,0,1
Ccdc168,0,2,1,1,0,2,0
Tex30,19,8,34,15,9,32,11
Poglut2,204,135,211,179,109,348,253
Bivm,7,3,17,14,15,30,12
Ercc5,106,73,125,72,67,106,98
Mettl21e,0,0,0,0,0,0,0
Gm28893,0,0,0,0,0,0,0
Gm39635,0,0,1,0,0,0,0
Gulp1,57,16,79,42,21,76,26
4930521E06Rik,0,0,1,0,0,0,0
Gm3489,0,0,0,0,0,0,0
Gm19480,0,0,0,0,0,0,0
Gm3496,0,0,0,0,0,0,0
Col3a1,94388,78558,105305,56907,36117,140699,64406
Col5a2,3813,3815,6176,4682,2623,7819,4827
Gm39637,3,5,3,3,2,4,2
Gm23216,0,0,0,0,0,0,0
Gm51621,1,0,0,1,0,0,3
Gm23974,0,0,0,0,0,0,0
Wdr75,103,51,131,82,59,127,116
Gm30900,0,0,0,0,0,0,0
Slc40a1,3,5,14,8,7,8,5
Stk-ps2,0,0,0,0,0,0,0
Dnah7b,16,3,3,7,6,4,1
Gm31046,0,0,0,0,0,0,0
n-R5s211,0,0,0,0,0,0,0
Dnah7c,1,0,0,0,0,0,0
Slc39a10,34,19,36,43,40,49,63
Gm39638,0,0,0,0,0,0,0
Gm39639,0,0,0,0,0,0,0
Mir6350,0,0,0,0,0,0,0
Gm23240,0,0,0,0,0,0,0
C230029F24Rik,0,0,0,0,0,0,0
Gm3605,0,0,0,0,0,0,0
Gm39640,0,0,0,0,0,0,0
Gm20118,0,0,0,0,0,0,0
Gm28321,0,0,0,0,0,0,0
Tmeff2,306,80,283,211,144,409,233
9330175M20Rik,0,0,0,0,0,0,0
Cavin2,578,215,433,305,182,549,290
Nabp1,58,26,125,50,23,104,41
Gm17767,0,0,0,0,0,0,0
Gm31636,0,0,0,0,0,0,0
Myo1b,55,52,97,88,50,81,65
Gm33795,0,2,0,0,0,0,0
Gm8419,0,0,0,1,0,0,0
Stat4,0,0,0,0,0,1,0
Gm31812,2,0,0,1,0,0,2
Stat1,701,568,570,307,493,1071,479
Gls,199,171,284,128,127,259,117
Gm31867,0,0,0,0,0,0,0
Gm31955,0,0,0,0,0,0,0
Gm23460,0,0,0,0,0,0,0
Nab1,181,178,292,218,99,373,207
Gm53065,2,0,0,0,0,1,0
Gm28178,0,0,0,0,0,0,0
Gm5527,1,1,10,2,0,2,0
Nemp2,13,11,8,21,13,16,17
Mfsd6,86,28,50,55,31,86,64
Inpp1,82,50,85,55,33,71,58
Hibch,32,19,64,42,18,54,42
1700019D03Rik,12,4,42,6,0,5,3
Mstn,0,0,0,0,0,0,0
Gm24349,0,0,0,0,0,0,0
1700019A02Rik,0,0,0,1,0,0,0
Pms1,4,1,11,2,2,9,9
Gm28777,0,0,0,0,0,0,0
Ormdl1,17,4,18,13,8,29,11
Osgepl1,15,10,23,22,8,35,19
Asnsd1,159,99,190,134,102,286,180
Asdurf,0,0,0,0,0,0,0
Gm53553,0,0,0,0,0,0,0
Dnah7a,0,0,0,0,0,0,0
Gm32311,5,2,6,11,6,12,11
Stk17b,75,59,131,129,63,208,107
Hecw2,1,2,10,0,2,5,1
Mir7681,0,0,0,0,0,0,0
Gm24251,0,0,0,0,0,0,0
Gm51622,0,0,0,0,0,0,0
Gm25829,0,0,0,0,0,0,0
Ccdc150,0,0,0,0,0,0,0
Gtf3c3,27,24,47,37,21,59,47
Gm34066,0,0,0,0,0,0,0
Pgap1,16,19,28,39,25,79,41
Gm51623,0,0,0,0,0,0,0
Gm19637,0,0,0,0,0,0,0
Ankrd44,34,19,33,42,26,58,48
4930444A19Rik,0,0,0,1,2,0,0
Sf3b1,807,469,1074,804,484,1433,814
Coq10b,127,37,160,104,45,224,119
Hspd1,358,304,425,433,219,639,557
Hspe1,484,480,772,528,332,954,607
Mob4,91,65,133,105,55,157,125
Rftn2,146,108,219,111,89,195,134
Gm10561,18,16,14,9,7,16,25
Mars2,5,8,8,7,0,14,4
Boll,0,0,3,2,3,4,0
Gm8292,1896,1027,1893,812,693,1819,1234
Btf3-ps17,0,0,0,0,0,0,0
Gm8531,0,0,0,0,0,0,0
Plcl1,71,47,100,134,85,161,209
Gm6644,36,34,22,50,15,80,30
Gm39642,0,0,2,1,1,2,0
Gm32949,1,0,0,4,2,3,5
9130227L01Rik,0,0,0,0,0,0,0
1700003I22Rik,0,0,0,0,0,0,0
Gm53554,0,0,0,0,0,0,0
Hsfy2,0,0,0,0,0,0,0
Satb2,2,1,8,0,0,6,2
Gm51624,0,0,0,0,0,0,0
9130024F11Rik,1,0,5,1,1,0,0
Gm38484,1,1,1,0,0,1,0
1700126A01Rik,0,0,0,0,0,0,0
BC055402,0,0,1,0,0,0,0
4930558J18Rik,0,0,0,2,0,1,1
1700066M21Rik,9,8,15,10,4,22,17
Tyw5,23,19,40,32,15,50,28
Maip1,76,36,70,53,30,87,65
Gm22371,0,0,0,0,0,0,0
Gm53555,0,0,0,0,0,0,0
Gm57573,0,0,0,0,0,0,0
Spats2l,120,108,180,97,46,141,64
Gm57576,0,0,0,0,0,0,0
Kctd18,38,24,50,37,18,41,25
Sgo2a,7,16,12,25,15,41,34
Aox1,78,25,76,52,46,50,41
Aox3,144,35,167,102,70,116,67
Gm39643,0,0,0,0,0,0,0
Gm24548,0,0,0,0,0,0,0
Aox4,2,0,4,5,8,5,8
Aox2,0,1,0,0,0,0,0
Gm15759,0,0,0,0,0,0,0
Gm53481,4,1,4,2,0,1,0
Bzw1,273,262,447,400,212,688,405
Clk1,365,197,527,250,191,618,365
Ppil3,66,33,87,53,43,75,60
Nif3l1,85,77,126,85,59,142,106
Orc2,42,49,82,56,30,109,66
Gm23966,1,0,0,0,0,0,0
Gm15834,2,1,0,0,1,2,0
Hycc2,46,44,61,49,30,106,73
Ndufb3,234,194,354,210,140,367,260
Gm20257,13,5,18,8,6,19,10
Flacc1,2,1,1,2,3,2,1
Cflar,261,241,304,215,135,391,257
Gm39646,0,0,0,1,0,0,0
Casp8,160,116,171,174,102,336,224
Gm28802,0,0,1,3,2,2,1
Trak2,134,97,163,103,72,199,144
Stradb,26,16,48,33,10,70,44
C2cd6,0,0,0,0,0,0,0
Gm29018,0,0,0,0,0,0,0
Gm25502,0,0,0,0,0,0,0
Tmem237,117,71,130,107,41,197,114
Mpp4,1,1,5,0,1,2,1
Als2,6,7,8,13,7,19,13
Gm33667,1,0,0,0,0,1,2
Cdk15,2,2,0,4,2,2,2
Gm51625,0,0,0,0,0,0,0
Gm33724,2,0,0,0,1,0,0
Gm33774,0,0,2,1,0,0,0
Gm53556,0,1,1,0,0,2,0
Fzd7,78,39,38,48,29,62,52
Gm973,1,1,2,0,1,3,2
Gm28411,0,0,0,0,0,0,0
Gm39648,0,0,0,0,0,0,1
Gm33833,0,0,0,0,0,0,0
Sumo1,141,85,149,103,70,169,156
Nop58,437,305,668,429,287,694,455
Snord70,0,0,0,0,0,0,0
Gm26293,0,0,0,0,0,0,0
Gm26287,0,0,0,0,0,0,0
Snord11,0,0,0,0,0,0,0
B430105G09Rik,21,18,14,9,9,25,23
Bmpr2,110,108,165,121,129,217,145
Fam117b,50,36,58,86,48,116,67
Ica1l,0,2,1,0,0,0,0
Wdr12,61,50,76,76,41,87,77
Carf,13,6,20,14,5,12,6
Gm15464,2,2,3,5,0,4,1
Nbeal1,91,51,108,66,53,152,73
Cyp20a1,174,132,258,177,85,293,198
Abi2,5,4,8,4,11,2,12
Raph1,163,95,158,106,86,284,169
Gm11578,0,0,0,0,0,0,0
Gm38388,0,0,0,0,0,0,1
Gm51626,0,0,0,2,0,1,1
Cd28,0,0,1,1,0,0,0
2310016D23Rik,0,0,0,0,0,0,0
Gm38137,0,0,0,1,0,1,0
Gm39650,0,0,0,0,0,0,0
Ctla4,0,0,0,0,0,0,0
Gm34649,0,0,0,0,0,0,0
Icos,0,0,2,0,1,1,1
Gm11587,0,0,0,0,0,0,0
9530026F06Rik,0,0,0,0,0,0,0
Pard3b,103,55,111,37,60,65,36
Pard3bos1,2,3,4,0,0,1,0
Pard3bos2,0,0,0,0,0,0,0
Gm34881,1,0,0,0,0,0,0
Gm11599,0,3,3,1,1,1,2
Nrp2,71,53,65,65,67,80,94
Gm29083,0,0,0,0,1,0,0
4930487H11Rik,0,0,0,0,0,0,0
Gm4208,0,0,0,0,0,0,0
Gm35120,0,0,0,0,0,0,0
Gm39652,0,0,0,0,0,0,0
Gm35252,0,0,0,0,0,0,0
Gm38513,0,0,0,0,0,0,0
Gm44468,0,0,0,0,0,0,0
Gm24942,0,0,0,0,0,0,0
Ino80d,84,96,95,96,62,81,82
Ino80dos,3,3,6,4,1,5,5
Ndufs1,177,126,256,202,109,265,237
Eef1b2,3237,2619,4486,4281,2519,6557,4989
Gm26457,0,0,1,0,0,0,1
Snora41,0,0,3,0,0,0,1
Cmklr2,1,0,2,1,0,0,2
Zdbf2,4,12,3,20,11,17,23
1700039I01Rik,0,0,0,0,0,0,0
Gm11608,0,0,0,0,0,0,0
Gm23448,0,0,0,0,0,0,0
Gm35393,0,0,0,0,0,0,0
Adam23,180,110,172,74,44,109,84
Gm22281,0,0,0,0,0,0,0
Fam237a,0,0,0,0,0,0,0
Dytn,0,0,0,0,0,0,0
Mdh1b,0,0,0,0,0,0,0
Fastkd2,32,15,28,36,17,36,45
4933402D24Rik,0,0,0,0,0,0,0
Gm13749,2,1,1,1,0,0,2
Klf7,750,449,899,521,338,880,655
Mir6899,0,0,0,0,0,0,1
Gm13748,6,2,3,1,3,5,2
Gm35880,0,0,0,0,0,0,0
Gm39654,0,0,0,0,0,0,0
Gm35803,0,0,0,0,1,1,0
Gm53557,0,0,0,0,0,0,0
Gm28980,0,0,0,0,0,0,0
Gm36148,0,0,0,0,0,0,0
Creb1,96,69,149,88,42,156,103
Mettl21a,90,54,104,74,66,139,83
Gm29152,16,17,24,10,8,27,15
2810408I11Rik,6,17,27,23,11,26,19
Ccnyl1,227,206,278,159,89,322,145
Fzd5,37,50,43,34,21,62,28
Plekhm3,41,30,46,24,21,39,19
Gm51628,0,0,0,0,0,0,0
Gm51627,1,0,0,0,0,0,0
Gm24788,0,0,0,0,0,0,0
Akr1cl,0,0,0,0,0,0,0
Cryge,1,0,0,0,0,0,0
Crygd,0,0,0,0,0,0,0
Crygc,0,0,0,0,0,0,0
Crygb,0,0,0,0,0,0,0
Cryga,0,0,0,0,0,0,0
